filename,sup_idx,inf_idx,dx,inf_box_w,slip_pct
2743-M-027Y1_jpg.rf.8f5bc07327eaf59065df78131b66ca87.json,6,7,-0.5,69.0,-0.7246376811594203
2743-M-027Y1_jpg.rf.8f5bc07327eaf59065df78131b66ca87.json,7,8,-28.0,73.0,-38.35616438356164
2745-F-049Y1_jpg.rf.d4631c1e785795f65509864b5a7ae505.json,0,1,18.5,84.0,22.023809523809522
2745-F-049Y1_jpg.rf.d4631c1e785795f65509864b5a7ae505.json,1,2,26.0,94.0,27.659574468085108
2745-F-049Y1_jpg.rf.d4631c1e785795f65509864b5a7ae505.json,2,3,30.0,84.0,35.714285714285715
2745-F-049Y1_jpg.rf.d4631c1e785795f65509864b5a7ae505.json,3,4,20.5,73.0,28.08219178082192
2745-F-049Y1_jpg.rf.d4631c1e785795f65509864b5a7ae505.json,4,5,2.0,63.0,3.1746031746031744
2761-M-065Y1_jpg.rf.9bdd77e73936f0759e69de7634363a1f.json,0,1,39.0,132.0,29.545454545454547
2761-M-065Y1_jpg.rf.9bdd77e73936f0759e69de7634363a1f.json,1,2,38.5,133.0,28.947368421052634
2761-M-065Y1_jpg.rf.9bdd77e73936f0759e69de7634363a1f.json,2,3,46.0,133.0,34.58646616541353
2761-M-065Y1_jpg.rf.9bdd77e73936f0759e69de7634363a1f.json,3,4,38.5,132.0,29.166666666666668
2761-M-065Y1_jpg.rf.9bdd77e73936f0759e69de7634363a1f.json,4,5,20.5,123.0,16.666666666666664
2761-M-065Y1_jpg.rf.9bdd77e73936f0759e69de7634363a1f.json,5,6,-11.0,135.0,-8.148148148148149
2771-F-042Y1_jpg.rf.c1a37a72f3b78f65b84cefa7b8c98493.json,0,1,46.0,137.0,33.57664233576642
2771-F-042Y1_jpg.rf.c1a37a72f3b78f65b84cefa7b8c98493.json,1,2,50.5,140.0,36.07142857142857
2771-F-042Y1_jpg.rf.c1a37a72f3b78f65b84cefa7b8c98493.json,2,3,40.0,126.0,31.746031746031743
2771-F-042Y1_jpg.rf.c1a37a72f3b78f65b84cefa7b8c98493.json,3,4,10.5,115.0,9.130434782608695
2771-F-042Y1_jpg.rf.c1a37a72f3b78f65b84cefa7b8c98493.json,4,5,-38.0,117.0,-32.47863247863248
2772-M-072Y1_jpg.rf.24d20d4ed6952f0423a25109dc09c09f.json,0,1,10.0,73.0,13.698630136986301
2772-M-072Y1_jpg.rf.24d20d4ed6952f0423a25109dc09c09f.json,1,2,18.5,92.0,20.108695652173914
2772-M-072Y1_jpg.rf.24d20d4ed6952f0423a25109dc09c09f.json,2,3,31.5,99.0,31.818181818181817
2772-M-072Y1_jpg.rf.24d20d4ed6952f0423a25109dc09c09f.json,3,4,44.0,103.0,42.71844660194174
2772-M-072Y1_jpg.rf.24d20d4ed6952f0423a25109dc09c09f.json,4,5,45.5,90.0,50.55555555555556
2772-M-072Y1_jpg.rf.24d20d4ed6952f0423a25109dc09c09f.json,5,6,33.0,82.0,40.243902439024396
2772-M-072Y1_jpg.rf.24d20d4ed6952f0423a25109dc09c09f.json,6,7,-10.0,80.0,-12.5
2775-F-064Y1_jpg.rf.b13a4bd1f0ddaef9b2b0cb5ae94dd998.json,0,1,4.5,68.0,6.61764705882353
2775-F-064Y1_jpg.rf.b13a4bd1f0ddaef9b2b0cb5ae94dd998.json,1,2,5.5,73.0,7.534246575342466
2775-F-064Y1_jpg.rf.b13a4bd1f0ddaef9b2b0cb5ae94dd998.json,2,3,13.0,75.0,17.333333333333336
2775-F-064Y1_jpg.rf.b13a4bd1f0ddaef9b2b0cb5ae94dd998.json,3,4,11.5,74.0,15.54054054054054
2775-F-064Y1_jpg.rf.b13a4bd1f0ddaef9b2b0cb5ae94dd998.json,4,5,3.5,73.0,4.794520547945205
2775-F-064Y1_jpg.rf.b13a4bd1f0ddaef9b2b0cb5ae94dd998.json,5,6,-13.0,81.0,-16.049382716049383
2775-F-064Y1_jpg.rf.b13a4bd1f0ddaef9b2b0cb5ae94dd998.json,6,7,-39.5,88.0,-44.88636363636363
2776-F-043Y1_jpg.rf.ca7adbc352d495609ee98cc8c29e2009.json,0,1,-0.5,64.0,-0.78125
2776-F-043Y1_jpg.rf.ca7adbc352d495609ee98cc8c29e2009.json,1,2,-1.5,71.0,-2.112676056338028
2776-F-043Y1_jpg.rf.ca7adbc352d495609ee98cc8c29e2009.json,2,3,5.0,77.0,6.493506493506493
2776-F-043Y1_jpg.rf.ca7adbc352d495609ee98cc8c29e2009.json,3,4,6.5,84.0,7.738095238095238
2776-F-043Y1_jpg.rf.ca7adbc352d495609ee98cc8c29e2009.json,4,5,6.5,77.0,8.441558441558442
2776-F-043Y1_jpg.rf.ca7adbc352d495609ee98cc8c29e2009.json,5,6,-3.5,74.0,-4.72972972972973
2776-F-043Y1_jpg.rf.ca7adbc352d495609ee98cc8c29e2009.json,6,7,-22.5,79.0,-28.48101265822785
2781-F-046Y1_jpg.rf.b0fc49bcf567e10b00e76bc38f8953fe.json,0,1,20.5,76.0,26.973684210526315
2781-F-046Y1_jpg.rf.b0fc49bcf567e10b00e76bc38f8953fe.json,1,2,27.5,83.0,33.13253012048193
2781-F-046Y1_jpg.rf.b0fc49bcf567e10b00e76bc38f8953fe.json,2,3,29.5,88.0,33.52272727272727
2781-F-046Y1_jpg.rf.b0fc49bcf567e10b00e76bc38f8953fe.json,3,4,24.0,82.0,29.268292682926827
2781-F-046Y1_jpg.rf.b0fc49bcf567e10b00e76bc38f8953fe.json,4,5,9.0,72.0,12.5
2781-F-046Y1_jpg.rf.b0fc49bcf567e10b00e76bc38f8953fe.json,5,6,-7.0,78.0,-8.974358974358974
2781-F-046Y1_jpg.rf.b0fc49bcf567e10b00e76bc38f8953fe.json,6,7,-34.5,73.0,-47.26027397260274
2783-M-046Y1_jpg.rf.2fbd07cb60304d99944cc14e9e689a77.json,0,1,23.5,93.0,25.268817204301076
2783-M-046Y1_jpg.rf.2fbd07cb60304d99944cc14e9e689a77.json,1,2,28.5,98.0,29.081632653061224
2783-M-046Y1_jpg.rf.2fbd07cb60304d99944cc14e9e689a77.json,2,3,26.0,88.0,29.545454545454547
2783-M-046Y1_jpg.rf.2fbd07cb60304d99944cc14e9e689a77.json,3,4,12.0,74.0,16.216216216216218
2783-M-046Y1_jpg.rf.2fbd07cb60304d99944cc14e9e689a77.json,4,5,-19.5,89.0,-21.910112359550563
2786-F-053Y1_jpg.rf.2abf57857c425173c26b6c86daa04c50.json,0,1,13.5,72.0,18.75
2786-F-053Y1_jpg.rf.2abf57857c425173c26b6c86daa04c50.json,1,2,17.0,76.0,22.36842105263158
2786-F-053Y1_jpg.rf.2abf57857c425173c26b6c86daa04c50.json,2,3,21.0,76.0,27.631578947368425
2786-F-053Y1_jpg.rf.2abf57857c425173c26b6c86daa04c50.json,3,4,24.0,82.0,29.268292682926827
2786-F-053Y1_jpg.rf.2abf57857c425173c26b6c86daa04c50.json,4,5,15.5,79.0,19.62025316455696
2786-F-053Y1_jpg.rf.2abf57857c425173c26b6c86daa04c50.json,5,6,8.5,76.0,11.18421052631579
2786-F-053Y1_jpg.rf.2abf57857c425173c26b6c86daa04c50.json,6,7,-10.5,79.0,-13.291139240506327
2786-F-053Y1_jpg.rf.2abf57857c425173c26b6c86daa04c50.json,7,8,-25.0,83.0,-30.120481927710845
2787-F-074Y1_jpg.rf.9200583a369eea48194f09b0793d93ee.json,0,1,13.0,76.0,17.105263157894736
2787-F-074Y1_jpg.rf.9200583a369eea48194f09b0793d93ee.json,1,2,15.5,79.0,19.62025316455696
2787-F-074Y1_jpg.rf.9200583a369eea48194f09b0793d93ee.json,2,3,10.0,75.0,13.333333333333334
2787-F-074Y1_jpg.rf.9200583a369eea48194f09b0793d93ee.json,3,4,-4.5,86.0,-5.232558139534884
2787-F-074Y1_jpg.rf.9200583a369eea48194f09b0793d93ee.json,4,5,-26.0,88.0,-29.545454545454547
2787-F-074Y1_jpg.rf.9200583a369eea48194f09b0793d93ee.json,5,6,-65.5,75.0,-87.33333333333333
2791-M-042Y1_jpg.rf.874be456bdf9f3872160e5a871c8f03b.json,0,1,20.0,105.0,19.047619047619047
2791-M-042Y1_jpg.rf.874be456bdf9f3872160e5a871c8f03b.json,1,2,23.5,112.0,20.982142857142858
2791-M-042Y1_jpg.rf.874be456bdf9f3872160e5a871c8f03b.json,2,3,31.5,113.0,27.876106194690266
2791-M-042Y1_jpg.rf.874be456bdf9f3872160e5a871c8f03b.json,3,4,23.5,106.0,22.169811320754718
2791-M-042Y1_jpg.rf.874be456bdf9f3872160e5a871c8f03b.json,4,5,7.5,93.0,8.064516129032258
2791-M-042Y1_jpg.rf.874be456bdf9f3872160e5a871c8f03b.json,5,6,-24.0,107.0,-22.429906542056074
2791-M-042Y1_jpg.rf.874be456bdf9f3872160e5a871c8f03b.json,6,7,-55.5,110.0,-50.45454545454545
2795-M-052Y1_jpg.rf.db8707ae72128ad174ad57136f01bb88.json,0,1,18.0,89.0,20.224719101123593
2795-M-052Y1_jpg.rf.db8707ae72128ad174ad57136f01bb88.json,1,2,11.5,86.0,13.372093023255813
2795-M-052Y1_jpg.rf.db8707ae72128ad174ad57136f01bb88.json,2,3,5.5,79.0,6.962025316455696
2795-M-052Y1_jpg.rf.db8707ae72128ad174ad57136f01bb88.json,3,4,-7.0,83.0,-8.433734939759036
2795-M-052Y1_jpg.rf.db8707ae72128ad174ad57136f01bb88.json,4,5,-33.5,104.0,-32.21153846153847
2797-M-091Y1_jpg.rf.5719697074ec7d7a0844e0460fe9ada2.json,0,1,3.0,72.0,4.166666666666666
2797-M-091Y1_jpg.rf.5719697074ec7d7a0844e0460fe9ada2.json,1,2,3.5,71.0,4.929577464788732
2797-M-091Y1_jpg.rf.5719697074ec7d7a0844e0460fe9ada2.json,2,3,11.5,80.0,14.374999999999998
2797-M-091Y1_jpg.rf.5719697074ec7d7a0844e0460fe9ada2.json,3,4,10.5,87.0,12.068965517241379
2797-M-091Y1_jpg.rf.5719697074ec7d7a0844e0460fe9ada2.json,4,5,22.0,101.0,21.782178217821784
2797-M-091Y1_jpg.rf.5719697074ec7d7a0844e0460fe9ada2.json,5,6,18.5,94.0,19.680851063829788
2797-M-091Y1_jpg.rf.5719697074ec7d7a0844e0460fe9ada2.json,6,7,9.0,86.0,10.465116279069768
2797-M-091Y1_jpg.rf.5719697074ec7d7a0844e0460fe9ada2.json,7,8,-14.5,75.0,-19.333333333333332
2797-M-091Y1_jpg.rf.5719697074ec7d7a0844e0460fe9ada2.json,8,9,-6.0,87.0,-6.896551724137931
2805-M-041Y1_jpg.rf.493ab33565ea7e3446740fdbd8f0117b.json,0,1,4.5,88.0,5.113636363636364
2805-M-041Y1_jpg.rf.493ab33565ea7e3446740fdbd8f0117b.json,1,2,6.0,102.0,5.88235294117647
2805-M-041Y1_jpg.rf.493ab33565ea7e3446740fdbd8f0117b.json,2,3,10.5,99.0,10.606060606060606
2805-M-041Y1_jpg.rf.493ab33565ea7e3446740fdbd8f0117b.json,3,4,1.5,88.0,1.7045454545454544
2805-M-041Y1_jpg.rf.493ab33565ea7e3446740fdbd8f0117b.json,4,5,-3.5,95.0,-3.684210526315789
2805-M-041Y1_jpg.rf.493ab33565ea7e3446740fdbd8f0117b.json,5,6,-19.5,90.0,-21.666666666666668
2805-M-041Y1_jpg.rf.493ab33565ea7e3446740fdbd8f0117b.json,6,7,-50.5,109.0,-46.330275229357795
2808-F-071Y1_jpg.rf.bd3c5fe28cfeac20537f44f339841066.json,0,1,20.0,70.0,28.57142857142857
2808-F-071Y1_jpg.rf.bd3c5fe28cfeac20537f44f339841066.json,1,2,27.5,81.0,33.95061728395062
2808-F-071Y1_jpg.rf.bd3c5fe28cfeac20537f44f339841066.json,2,3,24.5,80.0,30.625000000000004
2808-F-071Y1_jpg.rf.bd3c5fe28cfeac20537f44f339841066.json,3,4,17.5,77.0,22.727272727272727
2808-F-071Y1_jpg.rf.bd3c5fe28cfeac20537f44f339841066.json,4,5,-4.0,81.0,-4.938271604938271
2811-M-055Y1_jpg.rf.20f19cc555fbfc4c4a237e0afc5a46d8.json,0,1,33.5,134.0,25.0
2811-M-055Y1_jpg.rf.20f19cc555fbfc4c4a237e0afc5a46d8.json,1,2,33.5,139.0,24.100719424460433
2811-M-055Y1_jpg.rf.20f19cc555fbfc4c4a237e0afc5a46d8.json,2,3,25.0,137.0,18.248175182481752
2811-M-055Y1_jpg.rf.20f19cc555fbfc4c4a237e0afc5a46d8.json,3,4,12.5,126.0,9.920634920634921
2811-M-055Y1_jpg.rf.20f19cc555fbfc4c4a237e0afc5a46d8.json,4,5,-28.0,128.0,-21.875
2811-M-055Y1_jpg.rf.20f19cc555fbfc4c4a237e0afc5a46d8.json,5,6,-71.0,166.0,-42.77108433734939
2813-F-082Y1_jpg.rf.483a5c86439dca60ddcfff41482e1422.json,0,1,-3.5,58.0,-6.0344827586206895
2813-F-082Y1_jpg.rf.483a5c86439dca60ddcfff41482e1422.json,1,2,0.0,60.0,0.0
2813-F-082Y1_jpg.rf.483a5c86439dca60ddcfff41482e1422.json,2,3,-2.5,71.0,-3.5211267605633805
2813-F-082Y1_jpg.rf.483a5c86439dca60ddcfff41482e1422.json,3,4,7.0,73.0,9.58904109589041
2813-F-082Y1_jpg.rf.483a5c86439dca60ddcfff41482e1422.json,4,5,0.5,78.0,0.641025641025641
2813-F-082Y1_jpg.rf.483a5c86439dca60ddcfff41482e1422.json,5,6,-10.0,70.0,-14.285714285714285
2813-F-082Y1_jpg.rf.483a5c86439dca60ddcfff41482e1422.json,6,7,-50.0,82.0,-60.97560975609756
2815-F-072Y1_jpg.rf.2449d3d97c946173d576bfcb8fa0eec7.json,0,1,9.0,62.0,14.516129032258066
2815-F-072Y1_jpg.rf.2449d3d97c946173d576bfcb8fa0eec7.json,1,2,7.5,65.0,11.538461538461538
2815-F-072Y1_jpg.rf.2449d3d97c946173d576bfcb8fa0eec7.json,2,3,0.5,68.0,0.7352941176470588
2815-F-072Y1_jpg.rf.2449d3d97c946173d576bfcb8fa0eec7.json,3,4,-15.0,76.0,-19.736842105263158
2815-F-072Y1_jpg.rf.2449d3d97c946173d576bfcb8fa0eec7.json,4,5,-27.0,88.0,-30.681818181818183
2815-F-072Y1_jpg.rf.2449d3d97c946173d576bfcb8fa0eec7.json,5,6,-27.5,87.0,-31.60919540229885
2818-M-066Y1_jpg.rf.3a49be38ff2ba1f90d065f53a5ece6f1.json,0,1,-3.5,78.0,-4.487179487179487
2818-M-066Y1_jpg.rf.3a49be38ff2ba1f90d065f53a5ece6f1.json,1,2,0.5,87.0,0.5747126436781609
2818-M-066Y1_jpg.rf.3a49be38ff2ba1f90d065f53a5ece6f1.json,2,3,7.5,96.0,7.8125
2818-M-066Y1_jpg.rf.3a49be38ff2ba1f90d065f53a5ece6f1.json,3,4,16.5,103.0,16.019417475728158
2818-M-066Y1_jpg.rf.3a49be38ff2ba1f90d065f53a5ece6f1.json,4,5,11.5,98.0,11.73469387755102
2818-M-066Y1_jpg.rf.3a49be38ff2ba1f90d065f53a5ece6f1.json,5,6,-1.5,101.0,-1.4851485148514851
2818-M-066Y1_jpg.rf.3a49be38ff2ba1f90d065f53a5ece6f1.json,6,7,-10.5,106.0,-9.90566037735849
2818-M-066Y1_jpg.rf.3a49be38ff2ba1f90d065f53a5ece6f1.json,7,8,-77.0,84.0,-91.66666666666666
2822-F-055Y1_jpg.rf.a7faabe1036d0eb95976d2122bc50a77.json,0,1,28.0,87.0,32.18390804597701
2822-F-055Y1_jpg.rf.a7faabe1036d0eb95976d2122bc50a77.json,1,2,28.5,92.0,30.978260869565215
2822-F-055Y1_jpg.rf.a7faabe1036d0eb95976d2122bc50a77.json,2,3,16.0,80.0,20.0
2822-F-055Y1_jpg.rf.a7faabe1036d0eb95976d2122bc50a77.json,3,4,-2.5,83.0,-3.0120481927710845
2822-F-055Y1_jpg.rf.a7faabe1036d0eb95976d2122bc50a77.json,4,5,-51.0,99.0,-51.515151515151516
2834-M-019Y1_jpg.rf.2f7ec90c7a444cc360f77530553bf18b.json,0,1,15.5,83.0,18.67469879518072
2834-M-019Y1_jpg.rf.2f7ec90c7a444cc360f77530553bf18b.json,1,2,18.5,80.0,23.125
2834-M-019Y1_jpg.rf.2f7ec90c7a444cc360f77530553bf18b.json,2,3,9.0,76.0,11.842105263157894
2834-M-019Y1_jpg.rf.2f7ec90c7a444cc360f77530553bf18b.json,3,4,-1.0,76.0,-1.3157894736842104
2834-M-019Y1_jpg.rf.2f7ec90c7a444cc360f77530553bf18b.json,4,5,-12.0,78.0,-15.384615384615385
2834-M-019Y1_jpg.rf.2f7ec90c7a444cc360f77530553bf18b.json,5,6,-39.0,88.0,-44.31818181818182
2838-M-086Y1_jpg.rf.1c08ae4c1d38fadb7f60d72cd99c02d7.json,0,1,19.5,100.0,19.5
2838-M-086Y1_jpg.rf.1c08ae4c1d38fadb7f60d72cd99c02d7.json,1,2,22.5,103.0,21.844660194174757
2838-M-086Y1_jpg.rf.1c08ae4c1d38fadb7f60d72cd99c02d7.json,2,3,26.0,107.0,24.299065420560748
2838-M-086Y1_jpg.rf.1c08ae4c1d38fadb7f60d72cd99c02d7.json,3,4,25.5,112.0,22.767857142857142
2838-M-086Y1_jpg.rf.1c08ae4c1d38fadb7f60d72cd99c02d7.json,4,5,18.5,111.0,16.666666666666664
2838-M-086Y1_jpg.rf.1c08ae4c1d38fadb7f60d72cd99c02d7.json,5,6,-6.0,107.0,-5.607476635514018
2838-M-086Y1_jpg.rf.1c08ae4c1d38fadb7f60d72cd99c02d7.json,6,7,-30.5,100.0,-30.5
2842-F-066Y1_jpg.rf.d15dbdeb199dce9b834f944469c4abd6.json,0,1,12.5,70.0,17.857142857142858
2842-F-066Y1_jpg.rf.d15dbdeb199dce9b834f944469c4abd6.json,1,2,14.5,73.0,19.863013698630137
2842-F-066Y1_jpg.rf.d15dbdeb199dce9b834f944469c4abd6.json,2,3,18.0,75.0,24.0
2842-F-066Y1_jpg.rf.d15dbdeb199dce9b834f944469c4abd6.json,3,4,20.0,85.0,23.52941176470588
2842-F-066Y1_jpg.rf.d15dbdeb199dce9b834f944469c4abd6.json,4,5,22.5,80.0,28.125
2842-F-066Y1_jpg.rf.d15dbdeb199dce9b834f944469c4abd6.json,5,6,10.5,71.0,14.788732394366196
2842-F-066Y1_jpg.rf.d15dbdeb199dce9b834f944469c4abd6.json,6,7,2.5,70.0,3.571428571428571
2842-F-066Y1_jpg.rf.d15dbdeb199dce9b834f944469c4abd6.json,7,8,-21.0,82.0,-25.609756097560975
2845-F-057Y1_jpg.rf.c9fab6d6b899ae34f881c79d66cd81ed.json,0,1,53.0,153.0,34.64052287581699
2845-F-057Y1_jpg.rf.c9fab6d6b899ae34f881c79d66cd81ed.json,1,2,51.0,157.0,32.48407643312102
2845-F-057Y1_jpg.rf.c9fab6d6b899ae34f881c79d66cd81ed.json,2,3,28.0,133.0,21.052631578947366
2845-F-057Y1_jpg.rf.c9fab6d6b899ae34f881c79d66cd81ed.json,3,4,-1.5,122.0,-1.2295081967213115
2845-F-057Y1_jpg.rf.c9fab6d6b899ae34f881c79d66cd81ed.json,4,5,-45.5,139.0,-32.73381294964029
2846-M-026Y1_jpg.rf.924960c338a9197257d80b0f406d6b2b.json,0,1,18.5,111.0,16.666666666666664
2846-M-026Y1_jpg.rf.924960c338a9197257d80b0f406d6b2b.json,1,2,25.5,116.0,21.982758620689655
2846-M-026Y1_jpg.rf.924960c338a9197257d80b0f406d6b2b.json,2,3,23.0,106.0,21.69811320754717
2846-M-026Y1_jpg.rf.924960c338a9197257d80b0f406d6b2b.json,3,4,12.5,97.0,12.886597938144329
2846-M-026Y1_jpg.rf.924960c338a9197257d80b0f406d6b2b.json,4,5,-13.0,105.0,-12.380952380952381
2846-M-026Y1_jpg.rf.924960c338a9197257d80b0f406d6b2b.json,5,6,-46.5,106.0,-43.86792452830189
2846-M-026Y1_jpg.rf.924960c338a9197257d80b0f406d6b2b.json,6,7,-65.0,104.0,-62.5
2847-F-068Y1_jpg.rf.9e51e7669eeb6396d68e01b73fdb988f.json,0,1,14.0,65.0,21.53846153846154
2847-F-068Y1_jpg.rf.9e51e7669eeb6396d68e01b73fdb988f.json,1,2,11.0,61.0,18.0327868852459
2847-F-068Y1_jpg.rf.9e51e7669eeb6396d68e01b73fdb988f.json,2,3,9.5,64.0,14.84375
2847-F-068Y1_jpg.rf.9e51e7669eeb6396d68e01b73fdb988f.json,3,4,4.5,65.0,6.923076923076923
2847-F-068Y1_jpg.rf.9e51e7669eeb6396d68e01b73fdb988f.json,4,5,-9.5,76.0,-12.5
2847-F-068Y1_jpg.rf.9e51e7669eeb6396d68e01b73fdb988f.json,5,6,-24.5,79.0,-31.0126582278481
2847-F-068Y1_jpg.rf.9e51e7669eeb6396d68e01b73fdb988f.json,6,7,-41.5,82.0,-50.609756097560975
2847-F-068Y1_jpg.rf.9e51e7669eeb6396d68e01b73fdb988f.json,7,8,-46.5,71.0,-65.49295774647888
2848-F-064Y1_jpg.rf.05a235728ae08244dfc6ac39352efb42.json,0,1,13.5,69.0,19.565217391304348
2848-F-064Y1_jpg.rf.05a235728ae08244dfc6ac39352efb42.json,1,2,17.5,74.0,23.64864864864865
2848-F-064Y1_jpg.rf.05a235728ae08244dfc6ac39352efb42.json,2,3,10.5,69.0,15.217391304347828
2848-F-064Y1_jpg.rf.05a235728ae08244dfc6ac39352efb42.json,3,4,4.0,61.0,6.557377049180328
2848-F-064Y1_jpg.rf.05a235728ae08244dfc6ac39352efb42.json,4,5,-11.0,69.0,-15.942028985507244
2848-F-064Y1_jpg.rf.05a235728ae08244dfc6ac39352efb42.json,5,6,-27.5,60.0,-45.83333333333333
2850-F-052Y1_jpg.rf.2fff86e216aa5fa64b4091da1368fce8.json,0,1,12.0,113.0,10.619469026548673
2850-F-052Y1_jpg.rf.2fff86e216aa5fa64b4091da1368fce8.json,1,2,19.0,115.0,16.52173913043478
2850-F-052Y1_jpg.rf.2fff86e216aa5fa64b4091da1368fce8.json,2,3,10.0,129.0,7.751937984496124
2850-F-052Y1_jpg.rf.2fff86e216aa5fa64b4091da1368fce8.json,3,4,1.0,117.0,0.8547008547008548
2850-F-052Y1_jpg.rf.2fff86e216aa5fa64b4091da1368fce8.json,4,5,-21.0,121.0,-17.355371900826448
2850-F-052Y1_jpg.rf.2fff86e216aa5fa64b4091da1368fce8.json,5,6,-32.5,126.0,-25.793650793650798
2851-F-044Y1_jpg.rf.9833b3af5ce09bdbad850e917dc278d2.json,0,1,-2.0,88.0,-2.272727272727273
2851-F-044Y1_jpg.rf.9833b3af5ce09bdbad850e917dc278d2.json,1,2,3.5,89.0,3.932584269662921
2851-F-044Y1_jpg.rf.9833b3af5ce09bdbad850e917dc278d2.json,2,3,6.0,103.0,5.825242718446602
2851-F-044Y1_jpg.rf.9833b3af5ce09bdbad850e917dc278d2.json,3,4,13.0,109.0,11.926605504587156
2851-F-044Y1_jpg.rf.9833b3af5ce09bdbad850e917dc278d2.json,4,5,11.0,101.0,10.891089108910892
